Table No.19 (b),Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 8,Unnamed: 10,Unnamed: 12,Unnamed: 14,Unnamed: 16,Unnamed: 18
243,PATHPARTNER INTERIOR SENSING PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing","Lytx, Inc.",U.S.A,"1,83,16,671.4700",230104.3129,Received in the company
244,PATHPARTNER INTERIOR SENSING PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing","Lytx, Inc.",U.S.A,"1,83,16,671.4700",230104.3129,Received in the company
245,SILA Solutions Private Limited,MAHARASHTRA,Mumbai,Combined facilities support activities,Norwest Venture Partners X - Mauritius,Mauritius,"1,83,90,000.0000",229211.4329,"Received in
the company"
246,"ERUVAKA TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Udupi,Manufacture of other electrical equipment,Nutreco Investments B V,Netherland,"1,83,22,542.2250",228370.6448,"Received in the
company"
247,ADV PARTNERS ADVISORS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other financial service activities, except insurance and pension funding activities, n.e.c.",ADV Partners Management Pte Limited,Singapore,"1,80,14,750.1700",226311.4079,Received in the company
248,ADV PARTNERS ADVISORS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other financial service activities, except insurance and pension funding activities, n.e.c.",ADV Partners Management Pte Limited,Singapore,"1,80,14,750.1700",226311.4079,Received in the company
249,Vivriti Capital Private Limited,TAMIL NADU,Chennai,"Other financial service activities, except insurance and pension funding activities, n.e.c.","Creation Investments India III, LLC",U.S.A,"1,80,00,090.0000",226127.2386,Received in the company
250,SBFC Finance Private Limited,MAHARASHTRA,Mumbai,Other credit granting,Malabar Select Fund,Mauritius,"1,80,00,000.0000",226126.108,Received in the company
251,Infifresh Foods Private Limited,KARNATAKA,Bengaluru,"Wholesale of meat, fish and eggs",If India II Investment Partnership,Japan,"1,79,71,182.0000",225896.3233,Received in the company
252,Vivriti Capital Private Limited,Telangana,Hyderabad,"Other financial service activities, except insurance and pension funding activities, n.e.c.","Lightrock Growth Fund I S.A., SICAV-RAIF",Luxembourg,"1,80,00,090.0000",224351.627,Received in the company
253,SECLORE TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Seclore Technology Inc.,U.S.A,"1,66,76,318.7500",209497.2808,Received in the company
254,MEDICA SYNERGIE PRIVATE LIMITED,WEST BENGAL,Kolkata,Hospital activities,Polaris Healthcare Investments pte ltd,Singapore,"1,63,47,688.8000",205368.8469,Received in the company
255,CAPTRONIC SYSTEMS PRIVATE LIMITED,KARNATAKA,Bengaluru,Technical testing and analysis,Safran Data Systems Investment SAS,France,"1,63,08,891.3400",203272.6674,"Received in the
company"
256,ALTEC CORPORATION LIMITED,TELANGANA,Hyderabad,"Manufacture of Aluminium from alumina and by other methods and
products of aluminium and alloys","Arabi Company, WLL",Kuwait,"1,62,61,463.4000",202681.5295,"Received in the
company"
257,STIC SOFT E SOLUTIONS PRIVATE LIMITED,Telangana,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",Suntech Solutions LLC,U.S.A,"1,58,17,200.0000",198704.5487,Received in the company
258,"Advanced Investment Mechanics India Private
Limited",RAJASTHAN,Jaipur,"Other data processing, hosting and related activities n.e.c.",Qatar Insurance Company Q.S.P.C,Qatar,"1,58,89,500.0000",198045.4085,"Received in the
company"
259,Prestige Mangalore Retail Ventures Private Limited,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"1,55,77,857.0000",195812.4191,Received in the company
260,"PHASORZ TECHNOLOGIES
PRIVATE LIMITED",TAMIL NADU,Kanchipuram,Providing software support and maintenance to the clients,ZENITH INVESTMENT HOLDINGS PTE. LTD,Singapore,"1,54,77,638.0500",194438.7808,"Received in the
company"
261,ALTEC CORPORATION LIMITED,GUJARAT,Ahmedabad,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,SAQER AHMED ALMAOUSHERJI,Kuwait,"1,55,49,576.0090",193808.6241,Received in the company
262,CELESTE DIGITAL INDIA PRIVATE LIMITED,UTTAR PRADESH,Agra,Other information technology and computer service activities n.e.c,Celeste Digital i Goteborg AB,Sweden,"1,54,05,000.0000",193526.2608,"Received in the
company"
263,DIACOUSTIC LABS PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,Elevation Capital VII Limited,Mauritius,"1,53,19,654.7200",192566.837,Received in the company
264,PIVOTCHAIN SOLUTION TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,SOV Fund I Pte Limited,Singapore,"1,48,77,218.7000",185428.4185,Received in the company
265,Uber Techlabs Pvt Ltd,KARNATAKA,Udupi,Software installation,ServiceNow Pte. Ltd.,Singapore,"1,45,83,141.6200",181763.0662,Received in the company
266,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"1,44,24,831.2800",181212.8309,Received in the company
267,SAATHIRE SOCIAL IMPACT SOLUTIONS PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,GiveIndia INC,U.S.A,"1,43,50,000.0000",180378.3546,Received in the company
268,BIZCRUM INFOTECH PRIVATE LIMITED,UTTAR PRADESH,Agra,Other non-specialised wholesale trade n.e.c.,"Matrix Partners lndia lnvestments Ill, LLC",Mauritius,"1,37,32,441.5600",172615.6943,Received in the company
269,SBFC Finance Private Limited,MAHARASHTRA,Mumbai,Other credit granting,Malabar Select Fund,Mauritius,"1,35,00,000.0000",169594.581,"Received in the
company"
270,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,Russell Square Holding B.V.,Netherland,"1,34,51,001.0700",168979.0289,"Received in the
company"
271,CHIFU AGRITECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Wholesale of fruits and vegetables,Elevation Capital VII Limited,Mauritius,"1,32,10,860.0000",164659.062,"Received in the
company"
272,Hella Infra Market Private Limited,MAHARASHTRA,Thane,"Wholesale of construction materials (sand, gravel etc.)",Evolvence India Fund III Ltd,Mauritius,"1,29,08,362.5000",162162.0985,"Received in the
company"
273,"MANAK WASTE MANAGEMENT
PRIVATE LIMITED",DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"1,25,85,394.3400",158197.4023,"Received in the
company"
274,Valyrian Labs Private Limited,MAHARASHTRA,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",GTMHUB LIMITED,United Kingdom,"1,21,55,242.3600",151501.9314,Received in the company
275,Valyrian Labs Private Limited,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",GTMHUB LIMITED,United Kingdom,"1,21,51,696.4900",151457.736,Received in the company
276,TROPICAL ANIMAL GENETICS PRIVATE LIMITED,HARYANA,Karnal,"Other professional, scientific and technical activities n.e.c.",Mangalore Purnima Pai,Malaysia,"1,19,99,675.0000",150746.6558,Received in the company
277,GHAZIABAD ALIGARH EXPRESSWAY PRIVATE LIMITED,DELHI,East Delhi,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",Cube Highways and Infrastructure Pte. Ltd.,Singapore,"1,19,54,949.0000",150184.7827,Received in the company
278,Cmunity Innovations Private Limited,MAHARASHTRA,Mumbai,Other non-specialised wholesale trade n.e.c.,ACCEL INDIA VI (MAURITIUS) LTD,Mauritius,"1,14,67,900.0000",142934.9533,Received in the company
279,Atlantic Lubricants and Specialities Pvt Limited,MAHARASHTRA,Mumbai,"Wholesale of solid, liquid and gaseous fuels and related products",Motul Asia Pacific Pte. Ltd,Singapore,"1,13,23,071.0000",142246.7764,Received in the company
280,MEDICA SYNERGIE PRIVATE LIMITED,WEST BENGAL,Kolkata,Hospital activities,Polaris Healthcare Investments pte ltd,Singapore,"1,12,74,278.4000",141716.7796,Received in the company
281,CHIFU AGRITECH PRIVATE LIMITED,DELHI,South Delhi,Wholesale of fruits and vegetables,Elevation Capital VII Limited,Mauritius,"1,05,17,877.0000",131093.9455,Received in the company
282,CHIFU AGRITECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of fruits and vegetables,Elevation Capital VII Limited,Mauritius,"1,05,17,877.0000",131093.9455,Received in the company
283,FARMART SERVICE PRIVATE LIMITED,CHANDIGARH,Chandigarh,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.","Matrix Partners India Investments III, LLC",Mauritius,"1,05,16,325.0000",131074.6015,Received in the company
284,QFIX INFOCOMM PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,PINE LABS LIMITED,Singapore,"1,04,27,932.9970",129972.8909,Received in the company
285,QFIX INFOCOMM PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,PINE LABS LIMITED,Singapore,"1,03,71,878.5800",129274.2333,"Received in the
company"
286,"VERIFAVIA IHM TECHNICAL SERVICES
PRIVATE LIMITED",CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,VERIFAVIA SAS,France,"1,02,68,003.4300",128992.4252,"Received in the
company"
287,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KERALA,Ernakulam,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"1,01,09,612.2000",126005.367,Received in the company
288,VELLVETTE LIFESTYLE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Retail sale of perfumery and cosmetic articles,Arun Balakrishnan,U.S.A,"1,00,02,898.0000",125735.6294,"Received in the
company"
289,JPFL FILMS PRIVATE LIMITED,DELHI,South West Delhi,Manufacture of other plastics products n.e.c.,Project Holdings Fourteen (DIFC) Limited,UAE,"1,00,00,000.0000",125699.2018,"Received in
the company"
290,GHAZIABAD ALIGARH EXPRESSWAY PRIVATE LIMITED,DELHI,East Delhi,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and
subways",Cube Highways and Infrastructure Pte. Ltd.,Singapore,"99,42,268.0000",124900.3538,Received in the company
291,RMZ NORTH STAR PROJECTS PRIVATE LIMITED,WEST BENGAL,North 24 Parganas,Real estate activities with own or leased property,"BSREP III New York II (DIFC)
Limited",UAE,"94,57,018.5700",117871.4941,Received in the company
292,RMZ NORTH STAR PROJECTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Real estate activities with own or leased property,"BSREP III New York II (DIFC)
Limited",UAE,"94,57,018.5700",117871.4941,Received in the company
293,Morphic Params Software Private Limited,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Morphic Params Inc,U.S.A,"92,71,588.7250",116543.1302,Received in the company
294,BRIGHT RIVER MRC INDIA PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Other information technology and computer service activities n.e.c,MRC HOLDING B.V.,Netherland,"91,43,140.5000",114861.2654,Received in the company
295,Riversys Technologies Pvt. Ltd.,DELHI,North West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing","Lightspeed India Partners III, LLC",Mauritius,"90,48,907.4400",113677.4567,Received in the company
296,Kidvento Education and Research Private Limited,KARNATAKA,Mysuru,OTHER EDUCATIONAL SERVICES N.E.C.,SRAJAN SHETTY,Qatar,"87,49,953.0000",109986.2108,Received in the company
297,Loadshare Networks Private Limited,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,INTERNET FUND VII PTE. LTD,Singapore,"84,73,905.0000",106453.9532,Received in the company
298,"Morphic Params Software Private
Limited",MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Morphic Params Inc,U.S.A,"83,88,580.2750",105443.7845,"Received in the
company"
299,Shillong Expressway Private Limited,UTTAR PRADESH,Lucknow,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways,
highways, bridges, tunnels and",Galaxy Investments II Pte. Ltd.,Singapore,"83,78,025.0000",104423.0079,Received in the company
,,,,subways,,,,,
300,PROSUPPLYR GLOBAL PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale trade via e-commerce excluding activities of commission
agents",MULTIPLE BUYERS,U.S.A,"82,97,415.0000",104236.7867,"Received in the
company"
301,Aakash Educational Services Limited,KARNATAKA,Bengaluru,Academic tutoring services,BCP ASIA ATHENA ESC (CAYMAN) LTD.,Cayman Islands,"81,82,272.0000",102850.5059,"Received in the
company"
302,Globela Pharma Private Limited,GUJARAT,Surat,Manufacture of allopathic pharmaceutical preparations,FIROZE JEHANGIR IRANI,Oman,"81,06,724.3400",101841.2235,"Received in the
company"
303,NATUROHABIT PRIVATE LIMITED,DELHI,South West Delhi,"Manufacture of cosmetics and toileteries (includes manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath
bath salts and other bath prepa",Surge Ventures II,Mauritius,"81,03,716.9600",101803.4431,Received in the company
304,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"79,32,584.9500",99653.5867,Received in the company
305,BACKWATER TECHNOLOGIES PRIVATE LIMITED,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,True Software Scandinavia AB,Sweden,"77,35,422.0800",97233.6381,Received in the company
306,Footie First Private Limited,KARNATAKA,Bengaluru,Sports and recreation education,Legends Academy Ltd,British Virginia,"77,80,452.0500",96974.9083,Received in the company
307,M2P SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other information technology and computer service activities n.e.c,Internet Fund VII Pte Ltd,Singapore,"76,96,800.0000",96748.1616,Received in the company
308,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore Ack Pte. Ltd.,Singapore,"76,47,780.0000",96075.707,Received in the company
309,GENWORKS HEALTH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of scientific, medical and surgical machinery and equipment",Somerset Indus Healthcare Fund II,Mauritius,"76,23,000.0000",95764.4067,Received in the company
310,HSK LOGISTICS ASSETS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in
foreign trade zones",HOSKOTE LOGISTICS ASSETS PTE LTD,Singapore,"75,99,866.0000",95473.7844,Received in the company
311,GHAZIABAD ALIGARH EXPRESSWAY PRIVATE LIMITED,DELHI,East Delhi,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and
subways",Cube Highways and Infrastructure Pte. Ltd.,Singapore,"75,57,732.0000",94944.4735,Received in the company
312,Strata Decision,HARYANA,Gurgaon,Providing software support and,Strata Decision Technology LLC,U.S.A,"74,99,990.0000",93479.2526,Received in
,Technology India Private Limited,,,maintenance to the clients,,,,,the company
313,INKONIQ IT SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,CX100 Inc.,U.S.A,"62,49,375.0000",78554.1449,"Received in the
company"
314,SM ELECTRONIC TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and
printed circuits","Satori Electric Co., Ltd",Japan,"60,10,200.0000",75547.7343,Brownfield
315,"MANAK WASTE MANAGEMENT
PRIVATE LIMITED",DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"59,83,220.2600",75208.6011,"Received in the
company"
316,SM ELECTRONIC TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Udupi,"Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and
printed circuits","Satori Electric Co., Ltd",Japan,"60,10,200.0000",74910.6337,Brownfield
317,GENWORKS HEALTH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of scientific, medical and surgical machinery and equipment",Grandvista Limited,Mauritius,"58,85,100.0000",73931.931,Received in the company
318,MINDERA INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,Other information service activities n.e.c.,THINKIT SOLUTIONS LIMITED,United Kingdom,"58,53,171.9500",73530.8329,Received in the company
319,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,CPP Investment Board Private Holdings 4 INc,Canada,"58,38,000.0000",73383.194,Received in the company
320,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore Ack Pte. Ltd.,Singapore,"58,38,000.0000",73340.2344,Received in the company
321,VED INDIA PRIVATE LIMITED,DELHI,South West Delhi,Other information technology and computer service activities n.e.c,AV VENTURES LIMITED,British Virginia,"58,33,000.0000",73320.3444,Received in the company
322,LIGHTHOUSE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Market research and public opinion polling,Rajendra Baliga,U.S.A,"58,00,000.0000",72905.537,Received in the company
323,SOLVE IT SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,Content Raven Inc,U.S.A,"58,20,883.2000",72551.0048,Received in the company
324,DJ JASDAN WIND ENERGY PRIVATE LIMITED,TAMIL NADU,Chennai,Electric power generation using other non conventional sources,TWP Holdings (Mauritius) Limited,Mauritius,"57,55,483.0000",71735.8622,Received in the company
325,ASSETGRO FINTECH PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,Other information technology and computer service activities n.e.c,GC INDIA INVESTMENT HOLDINGS - GROUP XI LTD,U.S.A,"57,53,295.0000",71708.5911,"Received in the
company"
326,"TECHNOILOGY INDIA OILS & FATS PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Manufacture of machinery for the extraction or preparation of animal
or vegetable fats or oils",TECHNOILOGY SRL,Italy,"56,82,000.0000",71422.2865,"Received in the
company"
327,"Morphic Params Software Private
Limited",MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Morphic Params Inc,U.S.A,"56,41,442.8750",70912.4866,"Received in the
company"
328,"BOSTON IVY HEALTHCARE SOLUTIONS PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Wholesale trade via e-commerce excluding activities of commission agents,KOIS HOLDIGS,Belgium,"54,30,576.0000",68221.9453,Received in the company
329,"TETHERFI TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Dakshina Kannada,"Other data processing, hosting and related activities n.e.c.",TETHERFI PTE. LTD.,Singapore,"54,05,541.0000",67907.4416,"Received in the
company"
330,QFIX INFOCOMM PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,PINE LABS LIMITED,Singapore,"52,64,997.0580",65622.4861,"Received in
the company"
331,"TETHERFI TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Dakshina Kannada,"Other data processing, hosting and related activities n.e.c.",TETHERFI PTE LTD,Singapore,"52,10,160.0000",65452.9557,"Received in the
company"
332,CHIFU AGRITECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of fruits and vegetables,Elevation Capital VII Limited,Mauritius,"52,33,533.0000",65230.3207,Received in the company
333,QFIX INFOCOMM PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,PINE LABS LIMITED,Singapore,"52,09,307.9980",64928.3823,Received in the company
334,CELESTE DIGITAL INDIA PRIVATE LIMITED,UTTAR PRADESH,Agra,Other information technology and computer service activities n.e.c,Celeste Digital i Goteborg AB,Sweden,"51,35,000.0000",64508.7536,Received in the company
335,AM Green Energy Private Limited,DELHI,South Delhi,Electric power generation using solar energy,ArcelorMittal Netherlands B.V.,Netherland,"50,00,000.0000",62812.8078,Received in the company
336,YANS HEALTHCARE PRIVATE LIMITED,KARNATAKA,Bengaluru,Hospital activities,Dr.GOPALAKRISHNAN VENKITACHALAM CHOKKANATHAPURAM,UAE,"50,00,000.0000",62319.5848,Received in the company
337,NUI Services Private Limited,TELANGANA,Hyderabad,Other business support service activities n.e.c,Infin Data Centre Holdings Limited,Mauritius,"49,99,000.0000",62307.1209,Received in the company
338,BITUMAG INDUSTRIES PRIVATE LIMITED,GUJARAT,Ahmedabad,Manufacture of other articles n.e.c.,Optichem Specialties FZE,UAE,"45,67,862.0000",57384.0476,Received in the company
339,RMZ NORTH STAR PROJECTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Real estate activities with own or leased property,"BSREP III New York II (DIFC)
Limited",UAE,"45,48,500.0000",56692.1263,Received in the company
340,"RMZ NORTH STAR PROJECTS PRIVATE
LIMITED",KARNATAKA,Bengaluru,Real estate activities with own or leased property,"BSREP III New York II (DIFC)
Limited",UAE,"45,48,500.0000",56692.1263,"Received in the
company"
341,SECLORE TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Seclore Technology Inc.,U.S.A,"44,13,777.9900",55448.3577,"Received in the
company"
342,ENCOMPASS EVENTS PRIVATE LIMITED,KARNATAKA,Udupi,Organization of conventions and trade shows,WPP Singapore Pte. Ltd.,Singapore,"44,43,000.0010",55377.1831,"Received in the
company"
343,BANDRA SOAP PRIVATE LIMITED,HARYANA,Panchkula,"Manufacture of cosmetics and toileteries (includes manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath
bath salts and other bath prepa",The G.O.A.T Brand Labs Pte. Ltd.,Singapore,"43,64,193.0000",54394.9392,Received in the company
344,Persistent Systems Limited,DELHI,South Delhi,"Computer consultancy and
computer facilities management activities",TODD MICHAEL OMARA,U.S.A,"42,91,875.0000",53493.5736,"Received in
the company"
345,"Neev Knowledge
Management Private Limited",MAHARASHTRA,Mumbai,Academic tutoring services,Global Education International BV,Netherland,"42,37,156.3800",53229.5378,"Received in
the company"
346,WEFREIGHT INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities of shipping cargo agents,WE FREIGHT SHIPPING L.L.C,UAE,"42,19,598.0000",53008.9596,"Received in the
company"
347,MANAK WASTE MANAGEMENT PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"41,26,358.8000",51868.0008,Received in the company
348,URBANPIPER TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,"Kwaish Ventures, LP-A3",U.S.A,"41,54,192.0000",51777.5041,Received in the company
349,GOAUGMENT PRIVATE LIMITED,TAMIL NADU,Coimbatore,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Augment LLC,U.S.A,"41,00,001.0000",51506.5149,Received in the company
350,SADHAN ENTERPRISE I PRIVATE LIMITED,MAHARASHTRA,Mumbai,Management consultancy activities,SADHAN PTE LIMITED,Singapore,"39,93,009.0000",49768.5326,Received in the company
